Normal-798.png,0
TB-2985.png,1
TB-2174.png,1
TB-3078.png,1
Normal-569.png,0
TB-631.png,1
Normal-1856.png,0
TB-662.png,1
TB-3234.png,1
TB-2416.png,1
TB-3460.png,1
TB-1001.png,1
Normal-2668.png,0
TB-845.png,1
Normal-2140.png,0
TB-2370.png,1
Normal-1467.png,0
TB-329.png,1
TB-195.png,1
Normal-1748.png,0
Normal-1751.png,0
TB-133.png,1
Normal-1196.png,0
TB-3104.png,1
Normal-1051.png,0
Normal-2158.png,0
Normal-175.png,0
Normal-2680.png,0
TB-3273.png,1
Normal-2124.png,0
TB-1800.png,1
TB-1585.png,1
Normal-3374.png,0
TB-1797.png,1
TB-1487.png,1
Normal-2036.png,0
TB-1223.png,1
Normal-90.png,0
Normal-1613.png,0
TB-2762.png,1
Normal-2252.png,0
Normal-2995.png,0
Normal-2095.png,0
Normal-1718.png,0
TB-1567.png,1
Normal-1906.png,0
TB-688.png,1
TB-175.png,1
Normal-1736.png,0
Normal-2165.png,0
Normal-2604.png,0
TB-926.png,1
Normal-3486.png,0
Normal-776.png,0
Normal-2551.png,0
Normal-2595.png,0
Normal-1526.png,0
TB-2291.png,1
TB-2178.png,1
TB-239.png,1
Normal-3408.png,0
Normal-435.png,0
Normal-2770.png,0
TB-1730.png,1
Normal-2858.png,0
Normal-3058.png,0
TB-2299.png,1
TB-3272.png,1
TB-2927.png,1
TB-2815.png,1
TB-3415.png,1
Normal-3323.png,0
TB-3112.png,1
TB-3407.png,1
Normal-2081.png,0
Normal-484.png,0
TB-2783.png,1
Normal-2000.png,0
TB-1451.png,1
Normal-1925.png,0
Normal-938.png,0
Normal-1353.png,0
TB-2320.png,1
Normal-127.png,0
Normal-2701.png,0
Normal-1602.png,0
TB-2733.png,1
Normal-2951.png,0
Normal-592.png,0
Normal-2257.png,0
TB-1549.png,1
TB-1496.png,1
Normal-2281.png,0
TB-1920.png,1
TB-1625.png,1
Normal-3236.png,0
Normal-585.png,0
Normal-2070.png,0
Normal-342.png,0
Normal-952.png,0
Normal-699.png,0
Normal-767.png,0
TB-2690.png,1
TB-1392.png,1
TB-1025.png,1
Normal-463.png,0
Normal-1336.png,0
Normal-273.png,0
Normal-148.png,0
Normal-3054.png,0
Normal-789.png,0
Normal-2276.png,0
Normal-1880.png,0
Normal-2667.png,0
TB-111.png,1
Normal-1121.png,0
TB-1949.png,1
Normal-1382.png,0
TB-1831.png,1
Normal-2221.png,0
Normal-2796.png,0
TB-608.png,1
TB-322.png,1
TB-2747.png,1
TB-254.png,1
Normal-3107.png,0
TB-992.png,1
TB-14.png,1
Normal-763.png,0
Normal-599.png,0
TB-3223.png,1
TB-1268.png,1
Normal-197.png,0
Normal-214.png,0
Normal-450.png,0
Normal-3487.png,0
TB-3457.png,1
TB-2256.png,1
TB-112.png,1
TB-3464.png,1
Normal-305.png,0
Normal-1552.png,0
Normal-833.png,0
Normal-2428.png,0
Normal-2735.png,0
TB-2934.png,1
Normal-2705.png,0
Normal-2662.png,0
Normal-2479.png,0
Normal-1654.png,0
Normal-1670.png,0
TB-3480.png,1
TB-91.png,1
Normal-2399.png,0
TB-3479.png,1
TB-1254.png,1
Normal-3116.png,0
TB-900.png,1
TB-162.png,1
TB-3384.png,1
TB-505.png,1
TB-1315.png,1
Normal-2618.png,0
TB-38.png,1
Normal-499.png,0
TB-3.png,1
TB-820.png,1
TB-120.png,1
TB-1827.png,1
TB-1018.png,1
Normal-2605.png,0
TB-736.png,1
TB-2538.png,1
Normal-106.png,0
Normal-1631.png,0
Normal-380.png,0
TB-2146.png,1
Normal-2596.png,0
TB-737.png,1
Normal-1274.png,0
TB-2696.png,1
TB-1849.png,1
TB-3491.png,1
Normal-1440.png,0
TB-816.png,1
TB-1029.png,1
Normal-1737.png,0
TB-3324.png,1
Normal-1518.png,0
TB-2694.png,1
TB-1003.png,1
TB-201.png,1
TB-3421.png,1
Normal-1715.png,0
Normal-1996.png,0
Normal-3205.png,0
Normal-1814.png,0
TB-1715.png,1
Normal-2365.png,0
Normal-1486.png,0
TB-2259.png,1
TB-2929.png,1
Normal-2206.png,0
Normal-22.png,0
TB-2508.png,1
TB-295.png,1
Normal-375.png,0
Normal-2738.png,0
Normal-159.png,0
TB-1848.png,1
Normal-166.png,0
TB-2152.png,1
TB-3317.png,1
Normal-745.png,0
Normal-1593.png,0
TB-676.png,1
Normal-411.png,0
TB-3374.png,1
TB-2204.png,1
Normal-3182.png,0
Normal-2581.png,0
TB-2590.png,1
TB-2004.png,1
TB-2833.png,1
TB-1197.png,1
